id,playtime_forever,price,total_positive_reviews,total_negative_reviews,pur_rel_itv,Action,Adventure,Animation,AudioProduction,Casual,EarlyAccess,FreetoPlay,Gore,Illustration,Indie,Design,MassivelyMultiplayer,Modeling,Nudity,RPG,Racing,Violent,SexualContent,Simulation,Sports,Strategy,Utilities
22,-0.6193439516334024,0.41247197666658264,0.9949112473368025,0.8633736555877487,-0.615997029565402,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23,-0.5645317007877457,-3.045523241806787,-3.025206638454069,-2.946961353916359,-0.14002862509178723,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
24,-0.6193439516334024,0.558076855962737,0.4945617597160838,0.7436448822588883,0.044696437620890025,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
25,-0.6193439516334024,0.45731030404147543,0.6491838916462443,0.2190776100731347,1.1545448948257904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
26,-0.39902294767118907,-0.2609320184691959,0.3538276382899762,0.29182866719301465,-0.21182386136237932,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1
27,-0.6193439516334024,0.18173600443819826,0.18569647576481202,0.05272220933147048,0.6852695581030059,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28,-0.6193439516334024,0.18173600443819826,-0.8843351828454381,-0.7666586710364318,1.2250167649641754,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
29,1.2364007674458615,0.3143223011725803,1.2568247635908556,0.7720012065942835,-3.79934949509779,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,1.2471171758230186,0.3143223011725803,-0.27016525468120606,-0.7666586710364318,-0.7268226628724108,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1
32,0.6517051911200297,0.3253570278991417,-0.33267568477813453,-0.8323493378704555,-0.15413120430587826,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
34,-0.6193439516334024,0.11233719905513766,-0.14745559685919105,-0.3954011347362554,-4.835486035074107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
35,0.8951195641337966,0.4416096319914006,0.9129487452637601,0.6526042257355431,0.7345477953196422,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37,-0.6193439516334024,0.4611363496472785,0.2880133794668012,0.6546777785320539,0.29851513060225143,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
38,1.299217468093318,0.18173600443819826,0.26436894162359437,-0.1419236751307791,-1.364200822136809,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
39,0.9612226465392267,0.18173600443819826,1.2579018522868919,0.5837132450091491,0.26758321896516474,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,-0.6193439516334024,0.3143223011725803,0.36834474332702594,-0.30800111760397064,0.28834606864789963,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41,0.4965031921899439,0.3253570278991417,-0.006211296842145501,-0.7085170405137167,-1.5238292066399524,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42,2.219627974672497,0.4210270292129842,1.077586930030396,1.5906942126881232,-1.990331202429483,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
43,1.6442551091959015,0.1895846970267089,0.3313370749559554,0.5133425907730618,-1.2634997245535389,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1
44,0.09183475317063661,0.1972748513039353,0.9003985142353448,0.8099404459584972,0.9963040304075327,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
45,-0.1890796192126004,0.06151184046753661,-1.559143845646874,-1.9612250728067926,-1.1314289140194993,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
46,-0.6193439516334024,0.8069118186758534,1.0435821705840909,1.4550158805947735,0.20335898025853144,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
47,-0.6193439516334024,0.4974200089706033,0.3884449119740747,0.528963689229376,0.4906550919522783,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
48,-0.6193439516334024,0.050478712737118146,-0.14147337573985871,0.2648633050943357,1.236622120625622,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49,-0.2413415212206799,-3.045523241806787,-2.292175242050471,-2.1316712218155898,-0.05932734894898768,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
50,-0.3102851316039771,-0.13290056773305195,0.0974640871422077,0.20014758726355927,-0.3917923211870719,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
51,-0.6193439516334024,0.5042795151951692,0.5103299468451594,0.3851743027901394,0.3953017175749877,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1
52,-0.6193439516334024,0.3143223011725803,0.8969575470458016,0.9288531342196843,0.5007997961232283,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
53,0.6086095066844515,0.2666768281002725,0.3398665005292705,-0.44368224485730096,-4.835486035074107,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
54,2.463411407370968,0.6400649545563782,1.293304969350868,1.1277030407040163,-0.0555746321583718,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
55,-0.414518756316229,0.4611363496472785,-0.07521766469119513,0.46094190055425405,0.40277252921994317,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1
56,1.1736643340489263,0.3198796410354306,-0.6566714916310316,-0.650890402074588,1.3528798567250149,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
57,-0.6193439516334024,0.18173600443819826,0.0905374480254573,-0.34532897416646335,0.6949315609239538,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1
58,1.0149425994976213,0.7094756542381316,0.6833380454914937,0.7180084117785608,0.35893761878781927,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
59,-0.6193439516334024,0.45731030404147543,0.2747767333763026,0.45237653299622493,1.3025041210633814,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
60,-0.26841339218143156,-3.045523241806787,-1.356608124323417,-2.5958350059919972,-0.17579691037859427,1,1,-1,-1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
61,0.08184865854699895,-0.3789240232835129,-1.70876365581562,-1.1606191062672329,-0.16272227043250773,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1
62,-0.6193439516334024,0.5042795151951692,0.9024506850259113,0.7338287199215116,0.44673146523675694,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
63,-0.6193439516334024,-3.045523241806787,-0.5437925244445756,-0.4812229899460944,-0.003758845514110162,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
64,-0.6193439516334024,0.07223422172047908,-0.08800827788209376,-0.36974662809086856,1.0695645179770257,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65,-0.6193439516334024,-3.045523241806787,-3.5255784103918772,-2.946961353916359,-4.835486035074107,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
66,-0.6193439516334024,0.1972748513039353,-0.8094184019545989,-0.6454725082810576,0.6985797171550774,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
67,-0.11498057206605168,-3.045523241806787,-1.9470812165777045,-2.946961353916359,-0.13584922264170776,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
69,0.21416945303240623,0.18173600443819826,-0.4134193428954141,-0.7085170405137167,0.16534666055291786,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
70,-0.6193439516334024,-0.05162207800310397,-0.46535001825448363,-0.6141283938660983,-0.3173612659854463,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
71,-0.1890796192126004,0.4210270292129842,0.7747511827811321,0.7443388114644922,-1.5238292066399524,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1
72,0.21416945303240623,0.07223422172047908,0.6386367319715699,0.5379018143087743,-0.14563776604392714,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
73,-0.6193439516334024,0.18173600443819826,-1.060800843276038,-0.8094927583428719,-0.758099800623697,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
74,-0.4787321359346402,0.07223422172047908,1.2050924294749574,0.8183985498734251,0.6889650638959385,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
75,-0.6193439516334024,0.07223422172047908,-1.4514786820889363,-0.9078460290337089,1.3352341471821112,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
77,0.9566278415737045,-0.05162207800310397,-0.6052643914701119,-0.2680932268952573,0.17914547446148332,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
78,-0.6193439516334024,0.36655123976327203,-0.0657406525897583,0.10432589725825883,0.06832357672352761,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
79,0.5572438382862049,0.07223422172047908,1.1889211313774206,0.7076774559518083,0.8766475025193126,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,-0.6193439516334024,0.45731030404147543,0.06259057878492487,0.11883481000994438,0.0756873261793338,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
81,-0.5645317007877457,0.027404303480403593,0.18212631191988113,-0.45465527117648236,0.8216165140475172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
82,1.5532921735460143,0.3143223011725803,0.7249696228349949,0.19299110560403407,0.4924553686732182,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
83,1.6241033887848486,0.4416096319914006,-0.23170134233658424,0.07659633504828486,-0.43198558118694974,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
84,-0.6193439516334024,0.36655123976327203,0.24732043744336193,0.7338287199215116,0.6458102170178949,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
85,-0.4787321359346402,-3.045523241806787,-0.9894312774620586,-0.9652547417904594,0.06726566497726055,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
86,-0.4953758218023895,-0.6094079850959028,0.44785768988116864,-0.33646749617090926,-0.28106348621631033,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
87,-0.6193439516334024,0.3143223011725803,-0.8815831622990445,-0.2529706638675895,1.289825376411309,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
88,-0.6193439516334024,-3.045523241806787,0.355191422165654,0.12002533521332423,1.1039313480014863,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89,0.9612226465392267,0.6586395345424333,0.8432017781039289,1.1093164957597994,0.020297951450874666,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
90,3.3345328540995656,0.45731030404147543,1.5468286377595861,2.2262629122276567,0.12235250397037886,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
91,-0.5122697990349914,0.8781107184479788,-0.5557092569281101,-0.3277583720727379,0.18730411304134187,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
92,-0.6193439516334024,0.4416096319914006,1.083349025396565,0.7306326951818907,0.8372717456389885,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
93,-0.6193439516334024,0.1972748513039353,0.11209411212427585,-0.15813524232032714,-1.322278740120995,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
94,-0.20191893970771185,0.08266288232133329,1.783667986724731,0.8071915009142088,0.8647233050611668,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
95,0.42492304345236576,0.5042795151951692,0.13636080733543365,0.23732564296843653,-0.382072879618446,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
96,-0.6193439516334024,0.07223422172047908,-0.3245277391326389,-0.29976405415022683,0.7672059936822255,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
97,-0.6193439516334024,0.3714007078768358,-0.22809308568174103,-0.3954011347362554,0.5013922769500964,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
98,-0.6193439516334024,0.18173600443819826,-0.8857174540572831,-1.0186270328650249,0.8933086062791104,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
99,-0.6193439516334024,0.13090838073333788,-0.7865836443616993,-0.7085170405137167,-0.015492438516864519,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
100,0.04099221793685716,0.07223422172047908,2.2513314803497475,1.9100960813300465,1.3617362524518999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
101,-0.5122697990349914,0.3143223011725803,-0.22096121303994343,-0.2358799938238567,-1.5062421711197165,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102,0.8804340178532714,0.07223422172047908,-0.37215626079898556,-0.6401119477727308,1.2838203513965254,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
103,-0.6193439516334024,0.07223422172047908,-0.7242370841773942,-1.0300110679214605,1.2061111690244197,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104,-0.16383297738031627,-0.010062146240800374,1.2363987092538335,0.7422541655559505,0.6967578648844529,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
105,-0.6193439516334024,0.4534454186124256,0.06362492748393773,0.6681543910998061,0.04687549025460622,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
106,-0.6193439516334024,0.41247197666658264,-0.10814501137618206,-0.29165878938094586,0.043604524316452765,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
107,-0.5825069373156055,-3.045523241806787,-3.5255784103918772,-2.946961353916359,-0.19059768163220317,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
108,-0.6193439516334024,0.08266288232133329,-0.7291187816582485,-0.47348897344617863,-3.496298984341235,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
109,0.4895469574847626,0.3253570278991417,0.14030672208450304,0.29013161957275674,-0.16850500352619466,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
110,-0.6193439516334024,0.3714007078768358,-0.6030262640439198,-0.23110101271103725,0.2643371138672147,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
111,-0.3686581726974903,0.3143223011725803,0.623327026449023,0.36943221500479456,0.5916590603637677,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
112,-0.5294217095342281,-3.045523241806787,-2.894179532866208,-2.3904392594410764,0.3553459995556503,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
113,0.5171171337210738,0.3143223011725803,-0.1420139787881519,0.0830331210291042,0.626524220475625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
115,-0.414518756316229,0.45731030404147543,0.6542966639289362,0.32621321365493927,1.2484860923288243,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
116,-0.6193439516334024,0.4611363496472785,0.6130331760067772,0.47293224117783417,-0.0966094043821285,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
117,-0.6193439516334024,0.3143223011725803,0.3707199039771858,0.25311364877274944,1.1633901403542786,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
118,0.3719570189502226,-0.3789240232835129,-0.23467496344154357,-0.6563668688277576,0.17640601681694207,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
120,0.721942329038247,0.3143223011725803,-0.8788476705042517,-1.3163810897148207,-0.06183966904204814,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
121,-0.6193439516334024,0.18173600443819826,-0.7691058926380082,0.7380589594596222,0.31160773422089305,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
122,-0.16383297738031627,0.3253570278991417,0.5746057172479826,0.4705567702790851,-1.4477553426255487,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
123,-0.13914125196854035,0.3992677891097434,0.5874332535402139,0.5563245078412167,0.5013922769500964,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1
124,-0.6193439516334024,0.3253570278991417,-0.7744959912231363,-1.0416568277271316,0.798098647556574,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
125,-0.6193439516334024,0.3253570278991417,0.13134274863597936,-0.06440597518770957,-3.3810845273609833,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
126,-0.4787321359346402,-3.045523241806787,-2.6392980370902106,-2.3904392594410764,-0.9459358544000022,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
127,-0.6193439516334024,-3.045523241806787,-3.5255784103918772,-2.946961353916359,-3.6325687639189113,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
128,-0.6193439516334024,0.3198796410354306,-0.5862231806838909,-0.5612629244855113,-0.15698393495973903,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
